Taxon,Species,Trait,Value,Source
Birds,Emberiza citrinella,TarsusU_MEAN,19.4,Storchova_Horak_2018
Birds,Emberiza citrinella,TarsusM_MEAN,19.5,Storchova_Horak_2018
Birds,Emberiza citrinella,TarsusF_MEAN,19.3,Storchova_Horak_2018
Birds,Emberiza citrinella,WeightU_MEAN,26.75,Storchova_Horak_2018
Birds,Emberiza citrinella,WeightM_MEAN,26.7,Storchova_Horak_2018
Birds,Emberiza citrinella,WeightF_MEAN,26.8,Storchova_Horak_2018
Birds,Emberiza citrinella,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Emberiza citrinella,Clutch_MIN,2,Storchova_Horak_2018
Birds,Emberiza citrinella,Clutch_MAX,6,Storchova_Horak_2018
Birds,Emberiza citrinella,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Emberiza citrinella,Broods per year,2,Storchova_Horak_2018
Birds,Emberiza citrinella,EggL_MEAN,21.4,Storchova_Horak_2018
Birds,Emberiza citrinella,EggW_MEAN,16.4,Storchova_Horak_2018
Birds,Emberiza citrinella,Egg_MASS,2.93,Storchova_Horak_2018
Birds,Emberiza citrinella,Young,AL,Storchova_Horak_2018
Birds,Emberiza citrinella,Association during nesting,S,Storchova_Horak_2018
Birds,Emberiza citrinella,Nest type,GC,Storchova_Horak_2018
Birds,Emberiza citrinella,Nest building,F,Storchova_Horak_2018
Birds,Emberiza citrinella,Mating system,M,Storchova_Horak_2018
Birds,Emberiza citrinella,Incubation period,13,Storchova_Horak_2018
Birds,Emberiza citrinella,Incubation sex,F,Storchova_Horak_2018
Birds,Emberiza citrinella,Hatching,SY,Storchova_Horak_2018
Birds,Emberiza citrinella,Eggshells,NA,Storchova_Horak_2018
Birds,Emberiza citrinella,Nestling period,10,Storchova_Horak_2018
Birds,Emberiza citrinella,Fledging period,12,Storchova_Horak_2018
Birds,Emberiza citrinella,Parental feeding,23,Storchova_Horak_2018
Birds,Emberiza citrinella,Age of independence,23,Storchova_Horak_2018
Birds,Emberiza citrinella,Feeding independence,23,Storchova_Horak_2018
Birds,Emberiza citrinella,Age of first breeding,1,Storchova_Horak_2018
Birds,Emberiza citrinella,Life span,13,Storchova_Horak_2018
Birds,Emberiza citrinella,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Emberiza citrinella,Mortality of adults,47,Storchova_Horak_2018
Birds,Emberiza citrinella,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Emberiza citrinella,Territoriality,1,Storchova_Horak_2018
Birds,Emberiza citrinella,Sedentary,1,Storchova_Horak_2018
Birds,Emberiza citrinella,Facultative migrant,0,Storchova_Horak_2018
Birds,Emberiza citrinella,Short distance migrant,1,Storchova_Horak_2018
Birds,Emberiza citrinella,Long distance migrant,0,Storchova_Horak_2018
Birds,Emberiza hortulana,TailF_MEAN,61.5,Storchova_Horak_2018
Birds,Emberiza hortulana,BillU_MEAN,14.1,Storchova_Horak_2018
Birds,Emberiza hortulana,BillM_MEAN,14,Storchova_Horak_2018
Birds,Emberiza hortulana,BillF_MEAN,14.2,Storchova_Horak_2018
Birds,Emberiza hortulana,TarsusU_MEAN,18.55,Storchova_Horak_2018
Birds,Emberiza hortulana,TarsusM_MEAN,18.5,Storchova_Horak_2018
Birds,Emberiza hortulana,TarsusF_MEAN,18.6,Storchova_Horak_2018
Birds,Emberiza hortulana,WeightU_MEAN,23.75,Storchova_Horak_2018
Birds,Emberiza hortulana,WeightM_MEAN,21.4,Storchova_Horak_2018
Birds,Emberiza hortulana,WeightF_MEAN,26.1,Storchova_Horak_2018
Birds,Emberiza hortulana,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Emberiza hortulana,Clutch_MIN,3,Storchova_Horak_2018
Birds,Emberiza hortulana,Clutch_MAX,6,Storchova_Horak_2018
Birds,Emberiza hortulana,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Emberiza hortulana,Broods per year,1,Storchova_Horak_2018
Birds,Emberiza hortulana,EggL_MEAN,19.9,Storchova_Horak_2018
Birds,Emberiza hortulana,EggW_MEAN,15.4,Storchova_Horak_2018
Birds,Emberiza hortulana,Egg_MASS,2.48,Storchova_Horak_2018
Birds,Emberiza hortulana,Young,AL,Storchova_Horak_2018
Birds,Emberiza hortulana,Association during nesting,"S,SC",Storchova_Horak_2018
Birds,Emberiza hortulana,Nest type,GC,Storchova_Horak_2018
Birds,Emberiza hortulana,Nest building,F,Storchova_Horak_2018
Birds,Emberiza hortulana,Mating system,M,Storchova_Horak_2018
Birds,Emberiza hortulana,Incubation period,12,Storchova_Horak_2018
Birds,Emberiza hortulana,Incubation sex,F,Storchova_Horak_2018
Birds,Emberiza hortulana,Hatching,SY,Storchova_Horak_2018
Birds,Emberiza hortulana,Eggshells,NA,Storchova_Horak_2018
Birds,Emberiza hortulana,Nestling period,13,Storchova_Horak_2018
Birds,Emberiza hortulana,Fledging period,13,Storchova_Horak_2018
Birds,Emberiza hortulana,Parental feeding,18,Storchova_Horak_2018
Birds,Emberiza hortulana,Age of independence,23,Storchova_Horak_2018
Birds,Emberiza hortulana,Feeding independence,20.5,Storchova_Horak_2018
Birds,Emberiza hortulana,Age of first breeding,1,Storchova_Horak_2018
Birds,Emberiza hortulana,Life span,7,Storchova_Horak_2018
Birds,Emberiza hortulana,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Emberiza hortulana,Mortality of adults,NA,Storchova_Horak_2018
Birds,Emberiza hortulana,Association outside the breeding season,"SO,GR",Storchova_Horak_2018
Birds,Emberiza hortulana,Territoriality,0,Storchova_Horak_2018
Birds,Emberiza hortulana,Sedentary,0,Storchova_Horak_2018
Birds,Emberiza hortulana,Facultative migrant,0,Storchova_Horak_2018
Birds,Emberiza hortulana,Short distance migrant,0,Storchova_Horak_2018
Birds,Emberiza hortulana,Long distance migrant,1,Storchova_Horak_2018
Birds,Erithacus rubecula,TailF_MEAN,55.2,Storchova_Horak_2018
Birds,Erithacus rubecula,BillU_MEAN,14.5,Storchova_Horak_2018
Birds,Erithacus rubecula,BillM_MEAN,14.5,Storchova_Horak_2018
Birds,Erithacus rubecula,BillF_MEAN,14.5,Storchova_Horak_2018
Birds,Erithacus rubecula,TarsusU_MEAN,25.7,Storchova_Horak_2018
Birds,Erithacus rubecula,TarsusM_MEAN,25.8,Storchova_Horak_2018
Birds,Erithacus rubecula,TarsusF_MEAN,25.6,Storchova_Horak_2018
Birds,Erithacus rubecula,WeightU_MEAN,17.55,Storchova_Horak_2018
Birds,Erithacus rubecula,WeightM_MEAN,16.6,Storchova_Horak_2018
Birds,Erithacus rubecula,WeightF_MEAN,18.5,Storchova_Horak_2018
Birds,Erithacus rubecula,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Erithacus rubecula,Clutch_MIN,2,Storchova_Horak_2018
Birds,Erithacus rubecula,Clutch_MAX,8,Storchova_Horak_2018
Birds,Erithacus rubecula,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Erithacus rubecula,Broods per year,2,Storchova_Horak_2018
Birds,Erithacus rubecula,EggL_MEAN,19.6,Storchova_Horak_2018
Birds,Erithacus rubecula,EggW_MEAN,15,Storchova_Horak_2018
Birds,Erithacus rubecula,Egg_MASS,2.4,Storchova_Horak_2018
Birds,Erithacus rubecula,Young,AL,Storchova_Horak_2018
Birds,Erithacus rubecula,Association during nesting,S,Storchova_Horak_2018
Birds,Erithacus rubecula,Nest type,H,Storchova_Horak_2018
Birds,Erithacus rubecula,Nest building,F,Storchova_Horak_2018
Birds,Erithacus rubecula,Mating system,M,Storchova_Horak_2018
Birds,Erithacus rubecula,Incubation period,14,Storchova_Horak_2018
Birds,Erithacus rubecula,Incubation sex,F,Storchova_Horak_2018
Birds,Erithacus rubecula,Hatching,SY,Storchova_Horak_2018
Birds,Erithacus rubecula,Eggshells,NA,Storchova_Horak_2018
Birds,Erithacus rubecula,Nestling period,13,Storchova_Horak_2018
Birds,Erithacus rubecula,Fledging period,13,Storchova_Horak_2018
Birds,Erithacus rubecula,Parental feeding,NA,Storchova_Horak_2018
Birds,Erithacus rubecula,Age of independence,33,Storchova_Horak_2018
Birds,Erithacus rubecula,Feeding independence,33,Storchova_Horak_2018
Birds,Erithacus rubecula,Age of first breeding,1,Storchova_Horak_2018
Birds,Erithacus rubecula,Life span,19,Storchova_Horak_2018
Birds,Erithacus rubecula,Post-fledging mortality,72,Storchova_Horak_2018
Birds,Erithacus rubecula,Mortality of adults,66,Storchova_Horak_2018
Birds,Erithacus rubecula,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Erithacus rubecula,Territoriality,1,Storchova_Horak_2018
Birds,Erithacus rubecula,Sedentary,1,Storchova_Horak_2018
Birds,Erithacus rubecula,Facultative migrant,0,Storchova_Horak_2018
Birds,Erithacus rubecula,Short distance migrant,1,Storchova_Horak_2018
Birds,Erithacus rubecula,Long distance migrant,0,Storchova_Horak_2018
Birds,Falco biarmicus,TailF_MEAN,189,Storchova_Horak_2018
Birds,Falco biarmicus,BillU_MEAN,20.95,Storchova_Horak_2018
Birds,Falco biarmicus,BillM_MEAN,20,Storchova_Horak_2018
Birds,Falco biarmicus,BillF_MEAN,21.9,Storchova_Horak_2018
Birds,Falco biarmicus,TarsusU_MEAN,53.05,Storchova_Horak_2018
Birds,Falco biarmicus,TarsusM_MEAN,51.6,Storchova_Horak_2018
Birds,Falco biarmicus,TarsusF_MEAN,54.5,Storchova_Horak_2018
Birds,Falco biarmicus,WeightU_MEAN,612.5,Storchova_Horak_2018
Birds,Falco biarmicus,WeightM_MEAN,550,Storchova_Horak_2018
Birds,Falco biarmicus,WeightF_MEAN,675,Storchova_Horak_2018
Birds,Falco biarmicus,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Falco biarmicus,Clutch_MIN,2,Storchova_Horak_2018
Birds,Falco biarmicus,Clutch_MAX,4,Storchova_Horak_2018
Birds,Falco biarmicus,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Falco biarmicus,Broods per year,1,Storchova_Horak_2018
Birds,Falco biarmicus,EggL_MEAN,51,Storchova_Horak_2018
Birds,Falco biarmicus,EggW_MEAN,41,Storchova_Horak_2018
Birds,Falco biarmicus,Egg_MASS,48,Storchova_Horak_2018
Birds,Falco biarmicus,Young,SA,Storchova_Horak_2018
Birds,Falco biarmicus,Association during nesting,S,Storchova_Horak_2018
Birds,Falco biarmicus,Nest type,OA,Storchova_Horak_2018
Birds,Falco biarmicus,Nest building,N,Storchova_Horak_2018
Birds,Falco biarmicus,Mating system,M,Storchova_Horak_2018
Birds,Falco biarmicus,Incubation period,33,Storchova_Horak_2018
Birds,Falco biarmicus,Incubation sex,B,Storchova_Horak_2018
Birds,Falco biarmicus,Hatching,AS,Storchova_Horak_2018
Birds,Falco biarmicus,Eggshells,NA,Storchova_Horak_2018
Birds,Falco biarmicus,Nestling period,23,Storchova_Horak_2018
Birds,Falco biarmicus,Fledging period,44,Storchova_Horak_2018
Birds,Falco biarmicus,Parental feeding,NA,Storchova_Horak_2018
Birds,Falco biarmicus,Age of independence,80,Storchova_Horak_2018
Birds,Falco biarmicus,Feeding independence,80,Storchova_Horak_2018
Birds,Falco biarmicus,Age of first breeding,3,Storchova_Horak_2018
Birds,Falco biarmicus,Life span,11,Storchova_Horak_2018
Birds,Falco biarmicus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Falco biarmicus,Mortality of adults,NA,Storchova_Horak_2018
Birds,Falco biarmicus,Association outside the breeding season,PA,Storchova_Horak_2018
Birds,Falco biarmicus,Territoriality,1,Storchova_Horak_2018
Birds,Falco biarmicus,Sedentary,1,Storchova_Horak_2018
Birds,Falco biarmicus,Facultative migrant,0,Storchova_Horak_2018
Birds,Falco biarmicus,Short distance migrant,0,Storchova_Horak_2018
Birds,Falco biarmicus,Long distance migrant,0,Storchova_Horak_2018
Birds,Falco cherrug,TailF_MEAN,224,Storchova_Horak_2018
Birds,Falco cherrug,BillU_MEAN,22.85,Storchova_Horak_2018
Birds,Falco cherrug,BillM_MEAN,21.6,Storchova_Horak_2018
Birds,Falco cherrug,BillF_MEAN,24.1,Storchova_Horak_2018
Birds,Falco cherrug,TarsusU_MEAN,56,Storchova_Horak_2018
Birds,Falco cherrug,TarsusM_MEAN,54.3,Storchova_Horak_2018
Birds,Falco cherrug,TarsusF_MEAN,57.7,Storchova_Horak_2018
Birds,Falco cherrug,WeightU_MEAN,987.5,Storchova_Horak_2018
Birds,Falco cherrug,WeightM_MEAN,840,Storchova_Horak_2018
Birds,Falco cherrug,WeightF_MEAN,1135,Storchova_Horak_2018
Birds,Falco cherrug,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Falco cherrug,Clutch_MIN,2,Storchova_Horak_2018
Birds,Falco cherrug,Clutch_MAX,6,Storchova_Horak_2018
Birds,Falco cherrug,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Falco cherrug,Broods per year,1,Storchova_Horak_2018
Birds,Falco cherrug,EggL_MEAN,54,Storchova_Horak_2018
Birds,Falco cherrug,EggW_MEAN,42,Storchova_Horak_2018
Birds,Falco cherrug,Egg_MASS,53,Storchova_Horak_2018
Birds,Falco cherrug,Young,SA,Storchova_Horak_2018
Birds,Falco cherrug,Association during nesting,S,Storchova_Horak_2018
Birds,Falco cherrug,Nest type,OA,Storchova_Horak_2018
Birds,Falco cherrug,Nest building,N,Storchova_Horak_2018
Birds,Falco cherrug,Mating system,M,Storchova_Horak_2018
Birds,Falco cherrug,Incubation period,29,Storchova_Horak_2018
Birds,Falco cherrug,Incubation sex,B,Storchova_Horak_2018
Birds,Falco cherrug,Hatching,AS,Storchova_Horak_2018
Birds,Falco cherrug,Eggshells,NA,Storchova_Horak_2018
Birds,Falco cherrug,Nestling period,23,Storchova_Horak_2018
Birds,Falco cherrug,Fledging period,43,Storchova_Horak_2018
Birds,Falco cherrug,Parental feeding,NA,Storchova_Horak_2018
Birds,Falco cherrug,Age of independence,80,Storchova_Horak_2018
Birds,Falco cherrug,Feeding independence,80,Storchova_Horak_2018
Birds,Falco cherrug,Age of first breeding,2,Storchova_Horak_2018
Birds,Falco cherrug,Life span,16,Storchova_Horak_2018
Birds,Falco cherrug,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Falco cherrug,Mortality of adults,NA,Storchova_Horak_2018
Birds,Falco cherrug,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Falco cherrug,Territoriality,1,Storchova_Horak_2018
Birds,Falco cherrug,Sedentary,0,Storchova_Horak_2018
Birds,Falco cherrug,Facultative migrant,0,Storchova_Horak_2018
Birds,Falco cherrug,Short distance migrant,1,Storchova_Horak_2018
Birds,Falco cherrug,Long distance migrant,0,Storchova_Horak_2018
Birds,Falco peregrinus,TailF_MEAN,173,Storchova_Horak_2018
Birds,Falco peregrinus,BillU_MEAN,22,Storchova_Horak_2018
Birds,Falco peregrinus,BillM_MEAN,20,Storchova_Horak_2018
Birds,Falco peregrinus,BillF_MEAN,24,Storchova_Horak_2018
Birds,Falco peregrinus,TarsusU_MEAN,50.2,Storchova_Horak_2018
Birds,Falco peregrinus,TarsusM_MEAN,46.9,Storchova_Horak_2018
Birds,Falco peregrinus,TarsusF_MEAN,53.5,Storchova_Horak_2018
Birds,Falco peregrinus,WeightU_MEAN,893,Storchova_Horak_2018
Birds,Falco peregrinus,WeightM_MEAN,665,Storchova_Horak_2018
Birds,Falco peregrinus,WeightF_MEAN,1121,Storchova_Horak_2018
Birds,Falco peregrinus,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Falco peregrinus,Clutch_MIN,2,Storchova_Horak_2018
Birds,Falco peregrinus,Clutch_MAX,6,Storchova_Horak_2018
Birds,Falco peregrinus,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Falco peregrinus,Broods per year,1,Storchova_Horak_2018
Birds,Falco peregrinus,EggL_MEAN,53,Storchova_Horak_2018
Birds,Falco peregrinus,EggW_MEAN,42,Storchova_Horak_2018
Birds,Falco peregrinus,Egg_MASS,42.5,Storchova_Horak_2018
Birds,Falco peregrinus,Young,SA,Storchova_Horak_2018
Birds,Falco peregrinus,Association during nesting,S,Storchova_Horak_2018
Birds,Falco peregrinus,Nest type,OA,Storchova_Horak_2018
Birds,Falco peregrinus,Nest building,N,Storchova_Horak_2018
Birds,Falco peregrinus,Mating system,M,Storchova_Horak_2018
Birds,Falco peregrinus,Incubation period,31,Storchova_Horak_2018
Birds,Falco peregrinus,Incubation sex,B,Storchova_Horak_2018
Birds,Falco peregrinus,Hatching,SY,Storchova_Horak_2018
Birds,Falco peregrinus,Eggshells,NA,Storchova_Horak_2018
Birds,Falco peregrinus,Nestling period,23,Storchova_Horak_2018
Birds,Falco peregrinus,Fledging period,39,Storchova_Horak_2018
Birds,Falco peregrinus,Parental feeding,NA,Storchova_Horak_2018
Birds,Falco peregrinus,Age of independence,95,Storchova_Horak_2018
Birds,Falco peregrinus,Feeding independence,95,Storchova_Horak_2018
Birds,Falco peregrinus,Age of first breeding,2,Storchova_Horak_2018
Birds,Falco peregrinus,Life span,17,Storchova_Horak_2018
Birds,Falco peregrinus,Post-fledging mortality,64,Storchova_Horak_2018
Birds,Falco peregrinus,Mortality of adults,29,Storchova_Horak_2018
Birds,Falco peregrinus,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Falco peregrinus,Territoriality,1,Storchova_Horak_2018
Birds,Falco peregrinus,Sedentary,1,Storchova_Horak_2018
Birds,Falco peregrinus,Facultative migrant,0,Storchova_Horak_2018
Birds,Falco peregrinus,Short distance migrant,1,Storchova_Horak_2018
Birds,Falco peregrinus,Long distance migrant,0,Storchova_Horak_2018
Birds,Falco subbuteo,TailF_MEAN,135,Storchova_Horak_2018
Birds,Falco subbuteo,BillU_MEAN,13.3,Storchova_Horak_2018
Birds,Falco subbuteo,BillM_MEAN,12.6,Storchova_Horak_2018
Birds,Falco subbuteo,BillF_MEAN,14,Storchova_Horak_2018
Birds,Falco subbuteo,TarsusU_MEAN,34,Storchova_Horak_2018
Birds,Falco subbuteo,TarsusM_MEAN,33.2,Storchova_Horak_2018
Birds,Falco subbuteo,TarsusF_MEAN,34.8,Storchova_Horak_2018
Birds,Falco subbuteo,WeightU_MEAN,215,Storchova_Horak_2018
Birds,Falco subbuteo,WeightM_MEAN,193,Storchova_Horak_2018
Birds,Falco subbuteo,WeightF_MEAN,237,Storchova_Horak_2018
Birds,Falco subbuteo,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Falco subbuteo,Clutch_MIN,2,Storchova_Horak_2018
Birds,Falco subbuteo,Clutch_MAX,4,Storchova_Horak_2018
Birds,Falco subbuteo,Clutch_MEAN,2.9,Storchova_Horak_2018
Birds,Falco subbuteo,Broods per year,1,Storchova_Horak_2018
Birds,Falco subbuteo,EggL_MEAN,42,Storchova_Horak_2018
Birds,Falco subbuteo,EggW_MEAN,33,Storchova_Horak_2018
Birds,Falco subbuteo,Egg_MASS,25,Storchova_Horak_2018
Birds,Falco subbuteo,Young,SA,Storchova_Horak_2018
Birds,Falco subbuteo,Association during nesting,S,Storchova_Horak_2018
Birds,Falco subbuteo,Nest type,OA,Storchova_Horak_2018
Birds,Falco subbuteo,Nest building,N,Storchova_Horak_2018
Birds,Falco subbuteo,Mating system,M,Storchova_Horak_2018
Birds,Falco subbuteo,Incubation period,31,Storchova_Horak_2018
Birds,Falco subbuteo,Incubation sex,F,Storchova_Horak_2018
Birds,Falco subbuteo,Hatching,AS,Storchova_Horak_2018
Birds,Falco subbuteo,Eggshells,0,Storchova_Horak_2018
Birds,Falco subbuteo,Nestling period,23,Storchova_Horak_2018
Birds,Falco subbuteo,Fledging period,31,Storchova_Horak_2018
Birds,Falco subbuteo,Parental feeding,NA,Storchova_Horak_2018
Birds,Falco subbuteo,Age of independence,66,Storchova_Horak_2018
Birds,Falco subbuteo,Feeding independence,66,Storchova_Horak_2018
Birds,Falco subbuteo,Age of first breeding,2,Storchova_Horak_2018
Birds,Falco subbuteo,Life span,14,Storchova_Horak_2018
Birds,Falco subbuteo,Post-fledging mortality,61,Storchova_Horak_2018
Birds,Falco subbuteo,Mortality of adults,24,Storchova_Horak_2018
Birds,Falco subbuteo,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Falco subbuteo,Territoriality,1,Storchova_Horak_2018
Birds,Falco subbuteo,Sedentary,0,Storchova_Horak_2018
Birds,Falco subbuteo,Facultative migrant,0,Storchova_Horak_2018
Birds,Falco subbuteo,Short distance migrant,0,Storchova_Horak_2018
Birds,Falco subbuteo,Long distance migrant,1,Storchova_Horak_2018
Birds,Falco tinnunculus,TailF_MEAN,171,Storchova_Horak_2018
Birds,Falco tinnunculus,BillU_MEAN,14.5,Storchova_Horak_2018
Birds,Falco tinnunculus,BillM_MEAN,14,Storchova_Horak_2018
Birds,Falco tinnunculus,BillF_MEAN,15,Storchova_Horak_2018
Birds,Falco tinnunculus,TarsusU_MEAN,40,Storchova_Horak_2018
Birds,Falco tinnunculus,TarsusM_MEAN,40,Storchova_Horak_2018
Birds,Falco tinnunculus,TarsusF_MEAN,40,Storchova_Horak_2018
Birds,Falco tinnunculus,WeightU_MEAN,234,Storchova_Horak_2018
Birds,Falco tinnunculus,WeightM_MEAN,199,Storchova_Horak_2018
Birds,Falco tinnunculus,WeightF_MEAN,269,Storchova_Horak_2018
Birds,Falco tinnunculus,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Falco tinnunculus,Clutch_MIN,1,Storchova_Horak_2018
Birds,Falco tinnunculus,Clutch_MAX,9,Storchova_Horak_2018
Birds,Falco tinnunculus,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Falco tinnunculus,Broods per year,1,Storchova_Horak_2018
Birds,Falco tinnunculus,EggL_MEAN,39,Storchova_Horak_2018
Birds,Falco tinnunculus,EggW_MEAN,31,Storchova_Horak_2018
Birds,Falco tinnunculus,Egg_MASS,20,Storchova_Horak_2018
Birds,Falco tinnunculus,Young,SA,Storchova_Horak_2018
Birds,Falco tinnunculus,Association during nesting,S,Storchova_Horak_2018
Birds,Falco tinnunculus,Nest type,H,Storchova_Horak_2018
Birds,Falco tinnunculus,Nest building,N,Storchova_Horak_2018
Birds,Falco tinnunculus,Mating system,M,Storchova_Horak_2018
Birds,Falco tinnunculus,Incubation period,28,Storchova_Horak_2018
Birds,Falco tinnunculus,Incubation sex,F,Storchova_Horak_2018
Birds,Falco tinnunculus,Hatching,AS,Storchova_Horak_2018
Birds,Falco tinnunculus,Eggshells,0,Storchova_Horak_2018
Birds,Falco tinnunculus,Nestling period,27,Storchova_Horak_2018
Birds,Falco tinnunculus,Fledging period,30,Storchova_Horak_2018
Birds,Falco tinnunculus,Parental feeding,NA,Storchova_Horak_2018
Birds,Falco tinnunculus,Age of independence,58,Storchova_Horak_2018
Birds,Falco tinnunculus,Feeding independence,58,Storchova_Horak_2018
Birds,Falco tinnunculus,Age of first breeding,1,Storchova_Horak_2018
Birds,Falco tinnunculus,Life span,20,Storchova_Horak_2018
Birds,Falco tinnunculus,Post-fledging mortality,60,Storchova_Horak_2018
Birds,Falco tinnunculus,Mortality of adults,36,Storchova_Horak_2018
Birds,Falco tinnunculus,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Falco tinnunculus,Territoriality,0,Storchova_Horak_2018
Birds,Falco tinnunculus,Sedentary,0,Storchova_Horak_2018
Birds,Falco tinnunculus,Facultative migrant,0,Storchova_Horak_2018
Birds,Falco tinnunculus,Short distance migrant,0,Storchova_Horak_2018
Birds,Falco tinnunculus,Long distance migrant,1,Storchova_Horak_2018
Birds,Falco vespertinus,TailF_MEAN,132,Storchova_Horak_2018
Birds,Falco vespertinus,BillU_MEAN,12.8,Storchova_Horak_2018
Birds,Falco vespertinus,BillM_MEAN,12.5,Storchova_Horak_2018
Birds,Falco vespertinus,BillF_MEAN,13.1,Storchova_Horak_2018
Birds,Falco vespertinus,TarsusU_MEAN,29.65,Storchova_Horak_2018
Birds,Falco vespertinus,TarsusM_MEAN,29.8,Storchova_Horak_2018
Birds,Falco vespertinus,TarsusF_MEAN,29.5,Storchova_Horak_2018
Birds,Falco vespertinus,WeightU_MEAN,158.5,Storchova_Horak_2018
Birds,Falco vespertinus,WeightM_MEAN,150,Storchova_Horak_2018
Birds,Falco vespertinus,WeightF_MEAN,167,Storchova_Horak_2018
Birds,Falco vespertinus,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Falco vespertinus,Clutch_MIN,2,Storchova_Horak_2018
Birds,Falco vespertinus,Clutch_MAX,6,Storchova_Horak_2018
Birds,Falco vespertinus,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Falco vespertinus,Broods per year,1,Storchova_Horak_2018
Birds,Falco vespertinus,EggL_MEAN,37,Storchova_Horak_2018
Birds,Falco vespertinus,EggW_MEAN,29,Storchova_Horak_2018
Birds,Falco vespertinus,Egg_MASS,17,Storchova_Horak_2018
Birds,Falco vespertinus,Young,SA,Storchova_Horak_2018
Birds,Falco vespertinus,Association during nesting,C,Storchova_Horak_2018
Birds,Falco vespertinus,Nest type,OA,Storchova_Horak_2018
Birds,Falco vespertinus,Nest building,N,Storchova_Horak_2018
Birds,Falco vespertinus,Mating system,M,Storchova_Horak_2018
Birds,Falco vespertinus,Incubation period,23,Storchova_Horak_2018
Birds,Falco vespertinus,Incubation sex,B,Storchova_Horak_2018
Birds,Falco vespertinus,Hatching,AS,Storchova_Horak_2018
Birds,Falco vespertinus,Eggshells,NA,Storchova_Horak_2018
Birds,Falco vespertinus,Nestling period,26,Storchova_Horak_2018
Birds,Falco vespertinus,Fledging period,29,Storchova_Horak_2018
Birds,Falco vespertinus,Parental feeding,NA,Storchova_Horak_2018
Birds,Falco vespertinus,Age of independence,39,Storchova_Horak_2018
Birds,Falco vespertinus,Feeding independence,39,Storchova_Horak_2018
Birds,Falco vespertinus,Age of first breeding,1,Storchova_Horak_2018
Birds,Falco vespertinus,Life span,13,Storchova_Horak_2018
Birds,Falco vespertinus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Falco vespertinus,Mortality of adults,NA,Storchova_Horak_2018
Birds,Falco vespertinus,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Falco vespertinus,Territoriality,0,Storchova_Horak_2018
Birds,Falco vespertinus,Sedentary,0,Storchova_Horak_2018
Birds,Falco vespertinus,Facultative migrant,0,Storchova_Horak_2018
Birds,Falco vespertinus,Short distance migrant,0,Storchova_Horak_2018
Birds,Falco vespertinus,Long distance migrant,1,Storchova_Horak_2018
Birds,Ficedula albicollis,TailF_MEAN,50.6,Storchova_Horak_2018
Birds,Ficedula albicollis,BillU_MEAN,12.1,Storchova_Horak_2018
Birds,Ficedula albicollis,BillM_MEAN,11.8,Storchova_Horak_2018
Birds,Ficedula albicollis,BillF_MEAN,12.4,Storchova_Horak_2018
Birds,Ficedula albicollis,TarsusU_MEAN,16.9,Storchova_Horak_2018
Birds,Ficedula albicollis,TarsusM_MEAN,16.8,Storchova_Horak_2018
Birds,Ficedula albicollis,TarsusF_MEAN,17,Storchova_Horak_2018
Birds,Ficedula albicollis,WeightU_MEAN,13.95,Storchova_Horak_2018
Birds,Ficedula albicollis,WeightM_MEAN,15,Storchova_Horak_2018
Birds,Ficedula albicollis,WeightF_MEAN,12.9,Storchova_Horak_2018
Birds,Ficedula albicollis,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Ficedula albicollis,Clutch_MIN,5,Storchova_Horak_2018
Birds,Ficedula albicollis,Clutch_MAX,9,Storchova_Horak_2018
Birds,Ficedula albicollis,Clutch_MEAN,6,Storchova_Horak_2018
Birds,Ficedula albicollis,Broods per year,1,Storchova_Horak_2018
Birds,Ficedula albicollis,EggL_MEAN,17.4,Storchova_Horak_2018
Birds,Ficedula albicollis,EggW_MEAN,13.2,Storchova_Horak_2018
