Taxon,Species,Trait,Value,Source
Butterflies,Coenonympha orientalis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Coenonympha orientalis,WingSpan,30.5,Middleton-Welling_et_al_2020
Butterflies,Coenonympha orientalis,HostPlantSpec,0.5,Clarke_2022
Butterflies,Coenonympha pamphilus,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,WingIndex,-0.041,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,MateLocatingLoc,Be,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,WingSpan,26.75,Middleton-Welling_et_al_2020
Butterflies,Coenonympha pamphilus,HostPlantSpec,0.05171,Clarke_2022
Butterflies,Coenonympha rhodopensis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,WingIndex,-0.026,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,WingSpan,33,Middleton-Welling_et_al_2020
Butterflies,Coenonympha rhodopensis,HostPlantSpec,0.5,Clarke_2022
Butterflies,Coenonympha thyrsis,WingIndex,-0.039,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,WingSpan,29.5,Middleton-Welling_et_al_2020
Butterflies,Coenonympha thyrsis,HostPlantSpec,1,Clarke_2022
Butterflies,Colias alfacariensis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,WingIndex,0.021,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,WingSpan,43.5,Middleton-Welling_et_al_2020
Butterflies,Colias alfacariensis,HostPlantSpec,0.15811,Clarke_2022
Butterflies,Colias caucasica,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,WingIndex,0.050,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,WingSpan,52,Middleton-Welling_et_al_2020
Butterflies,Colias caucasica,HostPlantSpec,0.57735,Clarke_2022
Butterflies,Colias crocea,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,WingIndex,0.025,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,FlyingPeriodBreadth,9,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,WingSpan,46.5,Middleton-Welling_et_al_2020
Butterflies,Colias crocea,HostPlantSpec,0.03208,Clarke_2022
Butterflies,Colias erate,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Colias erate,WingIndex,0.028,Middleton-Welling_et_al_2020
Butterflies,Colias erate,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Colias erate,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Colias erate,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Colias erate,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Colias erate,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Colias erate,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Colias erate,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Colias erate,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Colias erate,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Colias erate,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Colias erate,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Colias erate,WingSpan,49,Middleton-Welling_et_al_2020
Butterflies,Colias erate,HostPlantSpec,0.28868,Clarke_2022
Butterflies,Cupido alcetas,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,WingIndex,-0.041,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,MateLocatingLoc,Ls,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,WingSpan,29,Middleton-Welling_et_al_2020
Butterflies,Cupido alcetas,HostPlantSpec,0.09623,Clarke_2022
Butterflies,Cupido argiades,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,WingIndex,-0.046,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,WingSpan,29,Middleton-Welling_et_al_2020
Butterflies,Cupido argiades,HostPlantSpec,0.04446,Clarke_2022
Butterflies,Cupido decoloratus,WingIndex,-0.051,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,WingSpan,25,Middleton-Welling_et_al_2020
Butterflies,Cupido decoloratus,HostPlantSpec,1,Clarke_2022
Butterflies,Cupido minimus,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,WingIndex,-0.062,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,OverwinteringLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,WingSpan,23,Middleton-Welling_et_al_2020
Butterflies,Cupido minimus,HostPlantSpec,0.11785,Clarke_2022
Butterflies,Cupido osiris,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,WingIndex,-0.048,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,WingSpan,27,Middleton-Welling_et_al_2020
Butterflies,Cupido osiris,HostPlantSpec,0.18257,Clarke_2022
Butterflies,Cyaniris semiargus,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,WingIndex,-0.038,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,VoltinismMax,"1,5",Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,WingSpan,27.75,Middleton-Welling_et_al_2020
Butterflies,Cyaniris semiargus,HostPlantSpec,0.05213,Clarke_2022
Butterflies,Erebia aethiops,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,WingIndex,0.022,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,WingSpan,47,Middleton-Welling_et_al_2020
Butterflies,Erebia aethiops,HostPlantSpec,0.0342,Clarke_2022
Butterflies,Erebia albergana,WingIndex,0.005,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,WingSpan,43,Middleton-Welling_et_al_2020
Butterflies,Erebia albergana,HostPlantSpec,0.33333,Clarke_2022
Butterflies,Erebia euryale,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,WingIndex,0.008,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,WingSpan,44,Middleton-Welling_et_al_2020
Butterflies,Erebia euryale,HostPlantSpec,0.0301,Clarke_2022
Butterflies,Erebia ligea,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,WingIndex,0.020,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Be,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,MateLocatingLoc,Ls,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,WingSpan,41,Middleton-Welling_et_al_2020
Butterflies,Erebia ligea,HostPlantSpec,0.03637,Clarke_2022
Butterflies,Erebia medusa,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,WingIndex,0.002,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,WingSpan,37.5,Middleton-Welling_et_al_2020
Butterflies,Erebia medusa,HostPlantSpec,0.05064,Clarke_2022
Butterflies,Erebia melas,WingIndex,0.016,Middleton-Welling_et_al_2020
Butterflies,Erebia melas,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Erebia melas,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Erebia melas,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
